,Unnamed: 0,PMID,TITLE,FILEPATH,PAPER_TYPE,STUDY_TYPE,trauma_counts,rejected,rejection_log,SORTED_FILEPATH
32,32,14555823,Serum albumin level correlates with disease severity in patients with Hemorrhagic Fever with Renal Syndrome.,PDF\14555823\14555823.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\14555823.pdf
33,33,14623200,Inflammation and changes in cytokine levels in neurological feline infectious peritonitis.,PDF\14623200\main.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\main.pdf
34,34,14624684,Clinical review: Drotrecogin alfa (activated) as adjunctive therapy for severe sepsis--practical aspects at the bedside and patient identification.,PDF\14624684\cc2342.pdf,Journal Article,human,12.0,False,,Human Studies\Journal Article\cc2342.pdf
35,35,14624689,"Following severe injury, hypocholesterolemia improves with convalescence but persists with organ failure or onset of infection.",PDF\14624689\cc2382.pdf,Journal Article,human,15.0,False,,Human Studies\Journal Article\cc2382.pdf
36,36,14624691,"Mass transfer, clearance and plasma concentration of procalcitonin during continuous venovenous hemofiltration in patients with septic shock and acute oliguric renal failure.",PDF\14624691\cc2372.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\cc2372.pdf
37,37,14676450,A case of acute myocardial infarction after blunt chest trauma in a young man.,PDF\14676450\14676450.pdf,Case Reports,human,32.0,False,,Human Studies\Case Reports\14676450.pdf
38,38,14731306,Emergency department spirometric volume and base deficit delineate risk for torso injury in stable patients.,PDF\14731306\1471-2482-4-3.pdf,Journal Article,human,91.0,False,,Human Studies\Journal Article\1471-2482-4-3.pdf
39,39,14749872,[Role of the innate immune response in sepsis].,PDF\14749872\101_2003_Article_626.pdf,English Abstract,both,0.0,True,"['paper_type', 'trauma_count']",Both\English Abstract\101_2003_Article_626.pdf
40,40,15018626,Massive right-sided hemorrhagic pleural effusion due to pancreatitis; a case report.,PDF\15018626\1471-2466-4-1.pdf,Journal Article,human,2.0,True,['trauma_count'],Human Studies\Journal Article\1471-2466-4-1.pdf
41,41,15021953,[Gene polymorphism in intensive care patients. Is the course of disease predetermined?].,PDF\15021953\101_2004_Article_654.pdf,Journal Article,human,21.0,False,,Human Studies\Journal Article\101_2004_Article_654.pdf
42,42,15025767,Coagulation in sepsis: all bugs bite equally.,PDF\15025767\cc2816.pdf,Editorial,both,1.0,True,['trauma_count'],Both\Editorial\cc2816.pdf
43,43,15082901,Minilaparotomically assisted vaginal hysterectomy.,PDF\15082901\jkms-19-263.pdf,Clinical Trial,human,2.0,True,['trauma_count'],Human Studies\Clinical Trial\jkms-19-263.pdf
44,44,15196316,Alternatives to blood in the 21st century.,PDF\15196316\cc2412.pdf,Journal Article,human,12.0,False,,Human Studies\Journal Article\cc2412.pdf
45,45,15214966,Intra-individual fasting versus postprandial variation of biochemical markers of liver fibrosis (FibroTest) and activity (ActiTest).,PDF\15214966\1476-5926-3-3.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\1476-5926-3-3.pdf
46,46,15312211,Equipment review: the molecular adsorbents recirculating system (MARS).,PDF\15312211\cc2895.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\cc2895.pdf
47,47,15312223,"Procalcitonin and C-reactive protein during systemic inflammatory response syndrome, sepsis and organ dysfunction.",PDF\15312223\cc2877.pdf,Comparative Study,human,35.0,False,,Human Studies\Comparative Study\cc2877.pdf
48,48,15318947,Dialysis Disequilibrium Syndrome: brain death following hemodialysis for metabolic acidosis and acute renal failure--a case report.,PDF\15318947\1471-2369-5-9.pdf,Case Reports,both,1.0,True,['trauma_count'],Both\Case Reports\1471-2369-5-9.pdf
49,49,15347118,Splenic injury following endoscopic retrograde cholangiopancreatography: a case report and review of the literature.,,Case Reports,,,True,['trauma_count'],
50,50,15387887,"Overview of the diagnostic value of biochemical markers of liver fibrosis (FibroTest, HCV FibroSure) and necrosis (ActiTest) in patients with chronic hepatitis C.",PDF\15387887\1476-5926-3-8.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\1476-5926-3-8.pdf
51,51,15456513,Relationship between CRP and hypofibrinolysis: Is this a possible mechanism to explain the association between CRP and outcome in critically ill patients?,PDF\15456513\1477-9560-2-7.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\1477-9560-2-7.pdf
52,52,15471542,An unusual case of an ulcerative colitis flare resulting in disseminated intravascular coagulopathy and a bladder hematoma: a case report.,PDF\15471542\1471-230X-4-26.pdf,Case Reports,human,0.0,True,['trauma_count'],Human Studies\Case Reports\1471-230X-4-26.pdf
53,53,15566594,Effects of lornoxicam on the physiology of severe sepsis.,PDF\15566594\cc2969.pdf,Clinical Trial,both,6.0,False,,Both\Clinical Trial\cc2969.pdf
54,54,15637473,Quantitative evaluation of liver function with MRI Using Gd-EOB-DTPA.,PDF\15637473\kjr-5-231.pdf,Comparative Study,both,0.0,True,['trauma_count'],Both\Comparative Study\kjr-5-231.pdf
55,55,15655545,Tyrphostins reduce chemotherapy-induced intestinal injury in mice: assessment by a biochemical assay.,PDF\15655545\92-6602324a.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\92-6602324a.pdf
56,56,15673319,Acute renal impairment in coronavirus-associated severe acute respiratory syndrome.,PDF\15673319\main.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\main.pdf
57,57,15707482,Theories of schizophrenia: a genetic-inflammatory-vascular synthesis.,PDF\15707482\1471-2350-6-7.pdf,Journal Article,both,11.0,False,,Both\Journal Article\1471-2350-6-7.pdf
58,58,15774056,Patients' recollections of experiences in the intensive care unit may affect their quality of life.,PDF\15707482\1471-2350-6-7.pdf,Comparative Study,both,11.0,False,,Both\Comparative Study\1471-2350-6-7.pdf
59,59,15774072,Bench-to-bedside review: Rhabdomyolysis -- an overview for clinicians.,PDF\15774072\cc2978.pdf,Journal Article,both,13.0,False,,Both\Journal Article\cc2978.pdf
60,60,15795240,The nuclear factor HMGB1 mediates hepatic injury after murine liver ischemia-reperfusion.,PDF\15795240\20042614.pdf,Comparative Study,both,1.0,True,['trauma_count'],Both\Comparative Study\20042614.pdf
61,61,15899042,Quantitative ultrasound can assess the regeneration process of tissue-engineered cartilage using a complex between adherent bone marrow cells and a three-dimensional scaffold.,PDF\15899042\ar1710.pdf,Comparative Study,both,0.0,True,['trauma_count'],Both\Comparative Study\ar1710.pdf
62,62,15921527,Postoperative Delirium after elective and emergency surgery: analysis and checking of risk factors. A study protocol.,PDF\15921527\1471-2482-5-12.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\1471-2482-5-12.pdf
63,63,15987410,Acute pancreatitis: a possible role for activated protein C?,PDF\15987410\cc3515.pdf,Comment,both,0.0,True,"['paper_type', 'trauma_count']",Both\Comment\cc3515.pdf
64,64,15998793,Inhibition of astroglial nuclear factor kappaB reduces inflammation and improves functional recovery after spinal cord injury.,PDF\15998793\20041918.pdf,Journal Article,both,1.0,True,['trauma_count'],Both\Journal Article\20041918.pdf
65,65,16012807,"Critically ill obstetric patients in an American and an Indian public hospital: comparison of case-mix, organ dysfunction, intensive care requirements, and outcomes.",PDF\16012807\134_2005_Article_2710.pdf,Comparative Study,human,2.0,True,['trauma_count'],Human Studies\Comparative Study\134_2005_Article_2710.pdf
66,66,16078993,"Effect of neutrophil depletion on gelatinase expression, edema formation and hemorrhagic transformation after focal ischemic stroke.",PDF\16078993\1471-2202-6-49.pdf,Comparative Study,both,0.0,True,['trauma_count'],Both\Comparative Study\1471-2202-6-49.pdf
67,67,16091896,Diagnostic and prognostic values of admission procalcitonin levels in community-acquired pneumonia in an intensive care unit.,PDF\16091896\15010_2005_Article_4096.pdf,Clinical Trial,both,0.0,True,['trauma_count'],Both\Clinical Trial\15010_2005_Article_4096.pdf
68,68,16137340,Pulse high-volume haemofiltration for treatment of severe sepsis: effects on hemodynamics and survival.,PDF\16137340\cc3529.pdf,Clinical Trial,both,2.0,True,['trauma_count'],Both\Clinical Trial\cc3529.pdf
69,69,16137352,The role of cardiac troponin I as a prognosticator in critically ill medical patients: a prospective observational cohort study.,PDF\16137352\cc3731.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\cc3731.pdf
70,70,16137382,Cardiac troponins in intensive care.,PDF\16137382\cc3776.pdf,Comment,,0.0,True,"['paper_type', 'trauma_count']",Others\Comment\cc3776.pdf
71,71,16137387,Bench-to-bedside review: outcome predictions for critically ill patients in the emergency department.,PDF\16137387\cc3518.pdf,Journal Article,human,37.0,False,,Human Studies\Journal Article\cc3518.pdf
72,72,16178983,Rhabdomyolysis associated with acute renal failure in patients with severe acute respiratory syndrome.,PDF\16178983\IJCP-59-1162.pdf,Journal Article,both,1.0,True,['trauma_count'],Both\Journal Article\IJCP-59-1162.pdf
73,73,16231975,Vaccination with recombinant aspartic hemoglobinase reduces parasite load and blood loss after hookworm infection in dogs.,PDF\16231975\pmed.0020295.pdf,Clinical Trial,both,0.0,True,['trauma_count'],Both\Clinical Trial\pmed.0020295.pdf
74,74,16259070,A case of Chromobacterium infection after car accident in Korea.,PDF\16259070\ymj-46-700.pdf,Case Reports,both,3.0,False,,Both\Case Reports\ymj-46-700.pdf
75,75,16275492,Critical points for sepsis management at the patient bedside.,PDF\16275492\main.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\main.pdf
76,76,16277731,Bench-to-bedside review: oxygen debt and its metabolic correlates as quantifiers of the severity of hemorrhagic and post-traumatic shock.,PDF\16277731\cc3526.pdf,Journal Article,both,126.0,False,,Both\Journal Article\cc3526.pdf
77,77,16277742,Year in review: Critical Care 2004 - nephrology.,PDF\16277742\cc3791.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\cc3791.pdf
78,78,16285034,Case report: severe heat stroke with multiple organ dysfunction - a novel intravascular treatment approach.,PDF\16285034\cc3771.pdf,Case Reports,human,0.0,True,['trauma_count'],Human Studies\Case Reports\cc3771.pdf
79,79,16300680,Protective effect of leptin against ischemia-reperfusion injury in the rat small intestine.,PDF\16300680\1471-230X-5-37.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\1471-230X-5-37.pdf
80,80,16356202,Bench-to-bedside review: early tracheostomy in critically ill trauma patients.,PDF\16356202\cc3828.pdf,Journal Article,human,116.0,False,,Human Studies\Journal Article\cc3828.pdf
81,81,16356205,"Correlation of procalcitonin and C-reactive protein to inflammation, complications, and outcome during the intensive care unit course of multiple-trauma patients.",PDF\16356205\cc3910.pdf,Journal Article,human,107.0,False,,Human Studies\Journal Article\cc3910.pdf
82,82,16356255,Can we predict septic shock in patients with hospital-acquired pneumonia?,PDF\16356255\cc3919.pdf,Comment,human,1.0,True,"['paper_type', 'trauma_count']",Human Studies\Comment\cc3919.pdf
83,83,16377830,Approach to neuromuscular disorders in the intensive care unit.,PDF\16377830\12028_2007_Article_33195.pdf,Journal Article,both,5.0,False,,Both\Journal Article\12028_2007_Article_33195.pdf
84,84,16381357,Laparoscopic splenectomy reduces the need for platelet transfusion in patients with idiopathic thrombocytopenic purpura.,PDF\16381357\jsls-9-4-415.pdf,Journal Article,human,3.0,False,,Human Studies\Journal Article\jsls-9-4-415.pdf
85,85,16420659,Upregulated but insufficient generation of activated protein C is associated with development of multiorgan failure in severe acute pancreatitis.,PDF\16420659\cc3966.pdf,Comparative Study,both,1.0,True,['trauma_count'],Both\Comparative Study\cc3966.pdf
86,86,16451735,Thrombocytopenia in the experimental leptospirosis of guinea pig is not related to disseminated intravascular coagulation.,PDF\16451735\1471-2334-6-19.pdf,Comparative Study,both,2.0,True,['trauma_count'],Both\Comparative Study\1471-2334-6-19.pdf
87,87,16464314,Carotid artery injury with cerebral infarction following head and neck blunt trauma: report of a case.,PDF\16464314\16464314.pdf,Case Reports,human,18.0,False,,Human Studies\Case Reports\16464314.pdf
88,88,16469128,Molecular adsorbent recirculating system and hemostasis in patients at high risk of bleeding: an observational study.,PDF\16469128\cc3985.pdf,Comparative Study,human,0.0,True,['trauma_count'],Human Studies\Comparative Study\cc3985.pdf
89,89,16504138,An ultra-low-power image compressor for capsule endoscope.,PDF\16504138\1475-925X-5-14.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\1475-925X-5-14.pdf
90,90,16536881,Protective effect of EDTA preadministration on renal ischemia.,PDF\16536881\1471-2369-7-5.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\1471-2369-7-5.pdf
91,91,16542484,Cutaneous vascular reactivity and flow motion response to vasopressin in advanced vasodilatory shock and severe postoperative multiple organ dysfunction syndrome.,PDF\16542484\cc4845.pdf,Comparative Study,both,0.0,True,['trauma_count'],Both\Comparative Study\cc4845.pdf
92,92,16542504,Circulating inflammatory mediators and organ dysfunction after cardiovascular surgery with cardiopulmonary bypass: a prospective observational study.,PDF\16542504\cc4857.pdf,Comparative Study,human,2.0,True,['trauma_count'],Human Studies\Comparative Study\cc4857.pdf
93,93,16584555,Long-term culture of cholangiocytes from liver fibro-granulomatous lesions.,PDF\16584555\1471-230X-6-13.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\1471-230X-6-13.pdf
94,94,16594996,Patients with femoral or distal forearm fracture in Germany: a prospective observational study on health care situation and outcome.,PDF\16594996\1471-2458-6-87.pdf,Journal Article,human,7.0,False,,Human Studies\Journal Article\1471-2458-6-87.pdf
95,95,16608508,Life-threatening intoxication with methylene bis(thiocyanate): clinical picture and pitfalls. A case report.,PDF\16608508\1471-227X-6-5.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\1471-227X-6-5.pdf
96,96,16700916,Caerulein-induced acute pancreatitis in mice that constitutively overexpress Reg/PAP genes.,PDF\16700916\1471-230X-6-16.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\1471-230X-6-16.pdf
97,97,16729879,A randomized clinical trial of unfractioned heparin for treatment of sepsis (the HETRASE study): design and rationale [NCT00100308].,PDF\16729879\1745-6215-7-19.pdf,Journal Article,both,4.0,False,,Both\Journal Article\1745-6215-7-19.pdf
98,98,16759402,Laparoscopic diagnostic peritoneal lavage (L-DPL): A method for evaluation of penetrating abdominal stab wounds.,PDF\16759402\1749-7922-1-3.pdf,Journal Article,human,32.0,False,,Human Studies\Journal Article\1749-7922-1-3.pdf
99,99,16759407,"Emergency department thoracotomy for the critically injured patient: Objectives, indications, and outcomes.",PDF\16759407\1749-7922-1-4.pdf,Journal Article,both,76.0,False,,Both\Journal Article\1749-7922-1-4.pdf
100,100,16762040,Drotrecogin alfa (activated): does current evidence support treatment for any patients with severe sepsis?,PDF\16762040\cc4947.pdf,Comparative Study,human,0.0,True,['trauma_count'],Human Studies\Comparative Study\cc4947.pdf
101,101,16778405,Delayed bronchostenosis after blunt chest trauma in children: CT and pathologic findings.,PDF\16778405\jkms-21-555.pdf,Case Reports,human,20.0,False,,Human Studies\Case Reports\jkms-21-555.pdf
102,102,16784546,The distinct clinical profile of chronically critically ill patients: a cohort study.,PDF\16784546\cc4941.pdf,Comparative Study,human,3.0,False,,Human Studies\Comparative Study\cc4941.pdf
103,103,16790078,Anti-Xa activity after subcutaneous administration of dalteparin in ICU patients with and without subcutaneous oedema: a pilot study.,PDF\16790078\cc4952.pdf,Comparative Study,human,3.0,False,,Human Studies\Comparative Study\cc4952.pdf
104,104,16826416,"[Tolerance to perioperative anemia. Mechanisms, influencing factors and limits].",PDF\16826416\101_2006_Article_1055.pdf,English Abstract,both,6.0,True,['paper_type'],Both\English Abstract\101_2006_Article_1055.pdf
105,105,16882428,Management options of colonoscopic splenic injury.,PDF\16882428\jsls-10-2-239.pdf,Case Reports,human,24.0,False,,Human Studies\Case Reports\jsls-10-2-239.pdf
106,106,16891812,The clinical significance of serum and urinary neopterin levels in several renal diseases.,PDF\16891812\jkms-21-678.pdf,Comparative Study,both,0.0,True,['trauma_count'],Both\Comparative Study\jkms-21-678.pdf
107,107,16899122,HLA-DR expression on monocytes and systemic inflammation in patients with ruptured abdominal aortic aneurysms.,PDF\16899122\cc5017.pdf,Comparative Study,human,9.0,False,,Human Studies\Comparative Study\cc5017.pdf
108,108,16953900,Bench-to-bedside review: potential strategies to protect or reverse mitochondrial dysfunction in sepsis-induced organ failure.,PDF\16953900\cc5014.pdf,Journal Article,both,1.0,True,['trauma_count'],Both\Journal Article\cc5014.pdf
109,109,16995930,Mechanical ventilation interacts with endotoxemia to induce extrapulmonary organ dysfunction.,PDF\16995930\cc5050.pdf,Comparative Study,both,2.0,True,['trauma_count'],Both\Comparative Study\cc5050.pdf
110,110,17031641,N-acetylneuraminic acid coupled human recombinant TNFalpha exhibits enhanced anti-tumor activity against Meth-A fibrosarcoma and reduced toxicity.,PDF\17031641\262_2006_Article_210.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\262_2006_Article_210.pdf
111,111,17169139,Bench-to-bedside review: the role of activated protein C in maintaining endothelial tight junction function and its relationship to organ injury.,PDF\17169139\cc5099.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\cc5099.pdf
112,112,17184516,[Protein C and coagulation in sepsis].,PDF\17184516\cc5133.pdf,English Abstract,human,68.0,True,['paper_type'],Human Studies\English Abstract\cc5133.pdf
113,113,1723043,Biochemical markers associated with the stages of promotion and progression during hepatocarcinogenesis in the rat.,PDF\1723043\envhper00413-0173.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\envhper00413-0173.pdf
114,114,17254321,Liver dysfunction associated with artificial nutrition in critically ill patients.,PDF\17254321\cc5670.pdf,Journal Article,both,10.0,False,,Both\Journal Article\cc5670.pdf
115,115,17323591,Fondaparinux in the management of patients with ST-elevation acute myocardial infarction.,PDF\17323591\vhrm0204-371.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\vhrm0204-371.pdf
116,116,17425777,Factors associated with excessive bleeding in cardiopulmonary bypass patients: a nested case-control study.,PDF\17425777\1749-8090-2-17.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\1749-8090-2-17.pdf
117,117,17428347,Severe sepsis due to severe falciparum malaria and leptospirosis co-infection treated with activated protein C.,PDF\17428347\1475-2875-6-42.pdf,Case Reports,human,0.0,True,['trauma_count'],Human Studies\Case Reports\1475-2875-6-42.pdf
118,118,17429601,"[Tolerance to perioperative anemia. Mechanisms, influencing factors and limits].",PDF\17429601\120_2007_Article_1344.pdf,English Abstract,both,7.0,True,['paper_type'],Both\English Abstract\120_2007_Article_1344.pdf
119,119,17448233,A pilot study investigating a novel subcutaneously implanted pre-cellularised scaffold for tissue engineering of intestinal mucosa.,PDF\17448233\1750-1172-2-20.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\1750-1172-2-20.pdf
120,120,1751019,Effect of ursodeoxycholic acid on experimental hepatic porphyria induced by griseofulvin.,PDF\1751019\1751019.pdf,Journal Article,,0.0,True,['trauma_count'],Others\Journal Article\1751019.pdf
121,121,17531089,Absidia Corymbifera in an immune competent accident victim with multiple abdominal injuries: case report.,PDF\17531089\1471-2334-7-46.pdf,Case Reports,human,8.0,False,,Human Studies\Case Reports\1471-2334-7-46.pdf
122,122,17547770,Hollow viscus injury in children: Starship Hospital experience.,PDF\17547770\1749-7922-2-14.pdf,Journal Article,human,29.0,False,,Human Studies\Journal Article\1749-7922-2-14.pdf
123,123,17568172,Abdominal compartment syndrome.,PDF\17568172\asm-3-183.pdf,Journal Article,both,30.0,False,,Both\Journal Article\asm-3-183.pdf
124,124,17593911,An integrated approach to prognosis using protein microarrays and nonparametric methods.,PDF\17593911\msb4100167.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\msb4100167.pdf
125,125,17619700,Blunt renal trauma in a pre-existing renal lesion.,PDF\17619700\TSWJ-2006-6-486241.pdf,Case Reports,human,36.0,False,,Human Studies\Case Reports\TSWJ-2006-6-486241.pdf
126,126,17634139,Delayed presentation of an isolated gallbladder rupture following blunt abdominal trauma: a case report.,PDF\17634139\1752-1947-1-52.pdf,Journal Article,both,16.0,False,,Both\Journal Article\1752-1947-1-52.pdf
127,127,17634897,Fatal Mycoplasma pneumoniae pneumonia in a previously healthy 18-year-old girl.,PDF\17634897\508_2007_Article_810.pdf,Case Reports,both,0.0,True,['trauma_count'],Both\Case Reports\508_2007_Article_810.pdf
128,128,17651580,Splenic rupture after colonoscopy.,PDF\17651580\jsls-11-1-151.pdf,Case Reports,human,11.0,False,,Human Studies\Case Reports\jsls-11-1-151.pdf
129,129,17657282,"Effect of 1,25-dihydroxy-vitamin D3 in experimental sepsis.",PDF\17657282\ijmsv04p0190.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\ijmsv04p0190.pdf
130,130,17659093,Vasopressin improves survival in a porcine model of abdominal vascular injury.,PDF\17659093\cc5977.pdf,Comparative Study,both,28.0,False,,Both\Comparative Study\cc5977.pdf
